ori,agency_type_name,EDITED,agency_name [EDIT THIS COLUMN],pub_agency_name,icpsr_name
TX1013800,University or College,,Rice University,Rice University,Rice University
TX1013900,University or College,,University of Houston: Clearlake,University of Houston: Clearlake,University Of Houston - Clear Lake Police Dept.
TX1014100,City,,Hedwig Village Police Department,Hedwig Village,Hedwig Village Police Department
TX1014200,University or College,,University of Houston: Downtown Campus,University of Houston: Downtown Campus,University Of Houston - Downtown Police Department
TX1014900,Other,,Harris County Constable's Office,Harris County Constable's Office,Harris Co Constable Pct 4
TX1015000,Other,,Harris County Constable's Office,Harris County Constable's Office,Constable's Office Pct 5 Houston
TX1015100,Other,,Harris County Constable's Office,Harris County Constable's Office,Constable's Office Pct 6 Houston
TX1015200,Other,,Harris County Constable's Office,Harris County Constable's Office,Harris Co Constables Office Pct 7
TX1015300,Other,,Harris County Constable's Office,Harris County Constable's Office,Constable's Office Pct 8 Houston
TX1015400,University or College,,Houston Community College,Houston Community College,Houston Community College System
TX1015700,Other,,Houston Metropolitan Transit Authority,Houston Metropolitan Transit Authority,Harris County Metropolitan Transit Authority Polic
TX1015800,Other,,Texas Medical Center,Texas Medical Center,Texas Medical Center
TX1015900,University or College,,Lone Star College System District ,Lone Star College System District ,Lone Star College System Police Department
TX1016000,Other,,Independent School District: Klein,Independent School District: Klein,Klein I.S.D. Police Dept.
TX1016100,University or College,,Houston Baptist University,Houston Baptist University,Houston Baptist Univ
TX1016200,Other,,Independent School District: Alief,Independent School District: Alief,Alief I.S.D Police Dept.
TX1016600,City,,Lakeview Police Department,Lakeview,Lakeview Police Department
TX1016700,Other,,Independent School District: Katy,Independent School District: Katy,Katy I.S.D. Police Dept.
TX1016900,Other,,Port of Houston Authority,Port of Houston Authority,Port Of Houston Authority Police
TX1017000,Other,,Independent School District: Spring Branch,Independent School District: Spring Branch,Spring Branch I.S.D. Police Dept.
TX1017100,Other,,Independent School District: Spring,Independent School District: Spring,Spring I.S.D. Police Dept.
TX1017200,Other,,Independent School District: Pasadena,Independent School District: Pasadena,Pasadena I.S.D. Police Dept.
TX1017300,Other,,Independent School District: Aldine,Independent School District: Aldine,Aldine I.S.D Police Dept.
TX1017600,University or College,,St. Thomas University,St. Thomas University,St. Thomas University
TX1017800,Other,,Independent School District: Humble,Independent School District: Humble,Humble I.S.D. Police Dept.
TX1020000,County,,Harrison County Sheriff's Department,Harrison,Harrison County Sheriff's Office
TX1020100,City,,Hallsville Police Department,Hallsville,Hallsville Police Department
TX1020200,City,,Marshall Police Department,Marshall,Marshall Police Department
TX1021200,University or College,,Texas State Technical College: Marshall,Texas State Technical College: Marshall,Texas State Technical College - Marshall Dept. Of
TX1021300,Other,,Independent School District: Hallsville,Independent School District: Hallsville,Hallsville Isd Police Department
TX1030000,County,,Hartley County Sheriff's Department,Hartley,Hartley County Sheriff's Office
TX1040000,County,,Haskell County Sheriff's Department,Haskell,Haskell County Sheriff's Office
TX1040100,City,,Haskell Police Department,Haskell,Haskell Police Department
TX1040200,City,,Rule Police Department,Rule,Rule Police Department
TX1050000,County,,Hays County Sheriff's Department,Hays,Hays County Sheriff's Office
TX1050100,City,,San Marcos Police Department,San Marcos,San Marcos Police Department
TX1050300,University or College,,Texas State University: San Marcos,Texas State University: San Marcos,Texas State University At San Marcos Police Depart
TX1050700,City,,Kyle Police Department,Kyle,Kyle Police Department
TX1051200,City,,Buda Police Department,Buda,Buda Police Department
TX1060000,County,,Hemphill County Sheriff's Department,Hemphill,Hemphill County Sheriff's Office
TX1060100,City,,Canadian Police Department,Canadian,Canadian PD
TX1070000,County,,Henderson County Sheriff's Department,Henderson,Henderson County Sheriff's Office
TX1070100,City,,Athens Police Department,Athens,Athens Police Department
TX1070200,City,,Malakoff Police Department,Malakoff,Malakoff Police Department
TX1070500,City,,Seven Points Police Department,Seven Points,Seven Points Police Department
TX1070700,City,,Gun Barrel City Police Department,Gun Barrel City,Gun Barrel City Police Department
TX1070800,City,,Berryville Police Department,Berryville,Berryville PD Frankston
TX1070900,City,,Caney City Police Department,Caney City,Caney City Police Department
TX1071000,City,,Tool Police Department,Tool,Tool Police Department
TX1071900,City,,Coffee City Police Department,Coffee City,Coffee City Police Department
TX1072300,Other,,Independent School District: Athens,Independent School District: Athens,Athens I.S.D. Police Dept.
TX1080000,County,,Hidalgo County Sheriff's Department,Hidalgo,Hidalgo County Sheriff's Office
TX1080100,City,,Alamo Police Department,Alamo,Alamo Police Department
TX1080200,City,,Donna Police Department,Donna,Donna Police Department
TX1080300,City,,Edcouch Police Department,Edcouch,Edcouch Police Department
TX1080400,City,,Edinburg Police Department,Edinburg,Edinburg Police Department
TX1080500,City,,Elsa Police Department,Elsa,Elsa Police Department
TX1080600,City,,Hidalgo Police Department,Hidalgo,Hidalgo Police Department
TX1080700,City,,La Villa Police Department,La Villa,La Villa Police Department
TX1080800,City,,McAllen Police Department,McAllen,Mcallen Police Department
TX1080900,City,,Mercedes Police Department,Mercedes,Mercedes Police Department
TX1081000,City,,Mission Police Department,Mission,Mission Police Department
TX1081100,City,,Pharr Police Department,Pharr,Pharr Police Department
TX1081300,City,,San Juan Police Department,San Juan,San Juan Police Department
TX1081400,City,,Weslaco Police Department,Weslaco,Weslaco Police Department
TX1081500,City,,La Joya Police Department,La Joya,La Joya Police Department
TX1081700,University or College,,University of Texas: Pan American,University of Texas: Pan American,University Of Texas - Pan American Police
TX1082000,Other,,Hidalgo County Constable,Hidalgo County Constable,Constable's Office Pct 3 Mission
TX1082200,City,,Palmview Police Department,Palmview,Palmview Police Department
TX1082300,City,,Alton Police Department,Alton,Alton Police Department
TX1082400,City,,Progreso Police Department,Progreso,Progreso Police Department
TX1082500,Other,,Independent School District: Edinburg,Independent School District: Edinburg,Edinburg C.I.S.D. Police Dept.
TX1082900,Other,,Independent School District: Weslaco,Independent School District: Weslaco,Weslaco Isd Police Department
TX1083000,City,,Penitas Police Department,Penitas,Penitas Police Department
TX1083200,City,,Sullivan City Police Department,Sullivan City,Sullivan City Police Department
TX1083500,City,,Palmhurst Police Department,Palmhurst,Palmhurst Police Department
TX1084100,University or College,,University of Texas: Rio Grande Valley,University of Texas: Rio Grande Valley,
TX1090000,County,,Hill County Sheriff's Department,Hill,Hill County Sheriff's Office
TX1090100,City,,Hillsboro Police Department,Hillsboro,Hillsboro Police Department
TX1090200,City,,Hubbard Police Department,Hubbard,Hubbard Police Department
TX1090300,City,,Itasca Police Department,Itasca,Itasca Police Department
TX1090600,City,,Whitney Police Department,Whitney,Whitney Police Department
TX1090900,City,,Covington Police Department,Covington,Covington Police Department
TX1100000,County,,Hockley County Sheriff's Department,Hockley,Hockley County Sheriff's Office
TX1100100,City,,Levelland Police Department,Levelland,Levelland Police Department
TX1100200,City,,Ropesville Police Department,Ropesville,Ropesville Police Department
TX1100400,University or College,,South Plains College,South Plains College,South Plains College Police Dept.
TX1100500,City,,Anton Police Department,Anton,Anton Police Dept
TX1100600,City,,Sundown Police Department,Sundown,Sundown Police Department
TX1110000,County,,Hood County Sheriff's Department,Hood,Hood County Sheriff's Office
TX1110100,City,,Granbury Police Department,Granbury,Granbury Police Department
TX1110300,City,,Tolar Police Department,Tolar,Tolar Police Department
TX1120000,County,,Hopkins County Sheriff's Department,Hopkins,Hopkins County Sheriff's Office
TX1120100,City,,Cumby Police Department,Cumby,Cumby Police Department
TX1120200,City,,Sulphur Springs Police Department,Sulphur Springs,Sulphur Springs Police Department
TX1130000,County,,Houston County Sheriff's Department,Houston,Houston County Sheriff's Office
TX1130100,City,,Crockett Police Department,Crockett,Crockett Police Department
TX1130500,City,,Grapeland Police Department,Grapeland,Grapeland Police Department
TX1140000,County,,Howard County Sheriff's Department,Howard,Howard County Sheriff's Office
TX1140100,City,,Big Spring Police Department,Big Spring,Big Spring Police Department
TX1150000,County,,Hudspeth County Sheriff's Department,Hudspeth,Hudspeth County Sheriff's Office
TX1160000,County,,Hunt County Sheriff's Department,Hunt,Hunt County Sheriff's Office
TX1160100,City,,Celeste Police Department,Celeste,Celeste Police Department
TX1160200,City,,Commerce Police Department,Commerce,Commerce Police Department
TX1160300,City,,Greenville Police Department,Greenville,Greenville Police Department
TX1160400,City,,Wolfe City Police Department,Wolfe City,Wolfe City Police Department
TX1160600,University or College,,Texas A&M University: Commerce,Texas A&M University: Commerce,Texas A & M University - Commerce Police Dept.
TX1160700,City,,Caddo Mills Police Department,Caddo Mills,Caddo Mills Police Department
TX1161200,City,,Lone Oak Police Department,Lone Oak,Lone Oak Police Department
TX1161300,City,,West Tawakoni Police Department,West Tawakoni,West Tawakoni Police Department
TX1161400,City,,Quinlan Police Department,Quinlan,Quinlan Police Department
TX1161600,City,,Hawk Cove Police Department,Hawk Cove,Hawk Cove Police Department
TX1170000,County,,Hutchinson County Sheriff's Department,Hutchinson,Hutchinson County Sheriff's Office
TX1170100,City,,Borger Police Department,Borger,Borger Police Department
TX1170500,City,,Stinnett Police Department,Stinnett,Stinnett Police Department
TX1180000,County,,Irion County Sheriff's Department,Irion,Irion County Sheriff's Office
TX1190000,County,,Jack County Sheriff's Department,Jack,Jack County Sheriff's Office
TX1190100,City,,Jacksboro Police Department,Jacksboro,Jacksboro Police Department
TX1200000,County,,Jackson County Sheriff's Department,Jackson,Jackson County Sheriff's Office
TX1200100,City,,Edna Police Department,Edna,Edna Police Department
TX1200200,City,,Ganado Police Department,Ganado,Ganado Police Department
TX1210000,County,,Jasper County Sheriff's Department,Jasper,Jasper County Sheriff's Office
TX1210100,City,,Jasper Police Department,Jasper,Jasper Police Department
TX1210200,City,,Kirbyville Police Department,Kirbyville,Kirbyville Police Department
TX1220000,County,,Jeff Davis County Sheriff's Department,Jeff Davis,Jeff Davis County Sheriff's Office
TX1230000,County,,Jefferson County Sheriff's Department,Jefferson,Jefferson County Sheriff's Office
TX1230100,City,,Beaumont Police Department,Beaumont,Beaumont Police Department
TX1230300,City,,Groves Police Department,Groves,Groves Police Department
TX1230400,City,,Lakeview Police Department,Lakeview,Lakeview PD Port Arthur
TX1230500,City,,Nederland Police Department,Nederland,Nederland Police Department
TX1230600,City,,Pear Ridge Police Department,Pear Ridge,Pear Ridge PD Port Arthur
TX1230700,City,,Port Arthur Police Department,Port Arthur,Port Arthur Police Department
TX1230800,City,,Port Neches Police Department,Port Neches,Port Neches Police Department
TX1231000,University or College,,Lamar University: Beaumont,Lamar University: Beaumont,Lamar University Police Dept.
TX1240000,County,,Jim Hogg County Sheriff's Department,Jim Hogg,Jim Hogg County Sheriff's Office
TX1250000,County,,Jim Wells County Sheriff's Department,Jim Wells,Jim Wells County Sheriff's Office
TX1250100,City,,Alice Police Department,Alice,Alice Police Department
TX1250200,City,,Premont Police Department,Premont,Premont Police Department
TX1250800,City,,Orange Grove Police Department,Orange Grove,Orange Grove Police Department
TX1260000,County,,Johnson County Sheriff's Department,Johnson,Johnson County Sheriff's Office
TX1260100,City,,Alvarado Police Department,Alvarado,Alvarado Police Department
TX1260200,City,,Burleson Police Department,Burleson,Burleson Police Department
TX1260300,City,,Cleburne Police Department,Cleburne,Cleburne Police Department
TX1260500,City,,Joshua Police Department,Joshua,Joshua Police Department
TX1260600,City,,Keene Police Department,Keene,Keene Police Department
TX1261200,City,,Venus Police Department,Venus,Venus Police Department
TX1261300,City,,Godley Police Department,Godley,Godley Police Department
TX1270000,County,,Jones County Sheriff's Department,Jones,Jones County Sheriff's Office
TX1270100,City,,Anson Police Department,Anson,Anson Police Department
TX1270200,City,,Hamlin Police Department,Hamlin,Hamlin Police Department
TX1270400,City,,Stamford Police Department,Stamford,Stamford Police Department
TX1270500,City,,Hawley Police Department,Hawley,Hawley Police Department
TX1280000,County,,Karnes County Sheriff's Department,Karnes,Karnes County Sheriff's Office
TX1280100,City,,Karnes City Police Department,Karnes City,Karnes City Police Department
TX1280200,City,,Kenedy Police Department,Kenedy,Kenedy Police Department
TX1290000,County,,Kaufman County Sheriff's Department,Kaufman,Kaufman County Sheriff's Office
TX1290100,City,,Forney Police Department,Forney,Forney Police Department
TX1290200,City,,Kaufman Police Department,Kaufman,Kaufman Police Department
TX1290300,City,,Kemp Police Department,Kemp,Kemp Police Department
TX1290500,City,,Terrell Police Department,Terrell,Terrell Police Department
TX1290900,City,,Crandall Police Department,Crandall,Crandall Police Department
TX1291500,Other,,Independent School District: Kaufman,Independent School District: Kaufman,Kaufman I.S.D. Police Dept.
TX1300000,County,,Kendall County Sheriff's Department,Kendall,Kendall County Sheriff's Office
TX1300100,City,,Boerne Police Department,Boerne,Boerne Police Department
TX1310000,County,,Kenedy County Sheriff's Department,Kenedy,Kenedy County Sheriff's Office
TX1320000,County,,Kent County Sheriff's Department,Kent,Kent County Sheriff's Office
TX1330000,County,,Kerr County Sheriff's Department,Kerr,Kerr County Sheriff's Office
TX1330100,City,,Kerrville Police Department,Kerrville,Kerrville Police Department
TX1330500,City,,Ingram Police Department,Ingram,Ingram City Marshal's Office
TX1340000,County,,Kimble County Sheriff's Department,Kimble,Kimble County Sheriff's Office
TX1340100,City,,Junction Police Department,Junction,Junction Police Department
TX1350000,County,,King County Sheriff's Department,King,King County Sheriff's Office
TX1360000,County,,Kinney County Sheriff's Department,Kinney,Kinney County Sheriff's Office
TX1360500,City,,Brackettville Police Department,Brackettville,Brackettville PD
TX1370000,County,,Kleberg County Sheriff's Department,Kleberg,Kleberg County Sheriff's Office
TX1370100,City,,Kingsville Police Department,Kingsville,Kingsville Police Department
TX1370300,University or College,,Texas A&M University: Kingsville,Texas A&M University: Kingsville,Texas A & M University - Kingsville Police Dept.
TX1380000,County,,Knox County Sheriff's Department,Knox,Knox County Sheriff's Office
TX1380200,City,,Knox City Police Department,Knox City,Knox City Police Department
TX1380300,City,,Munday Police Department,Munday,Munday Police Department
TX1390000,County,,Lamar County Sheriff's Department,Lamar,Lamar County Sheriff's Office
TX1390200,City,,Paris Police Department,Paris,Paris Police Department
TX1390400,University or College,,Paris Junior College,Paris Junior College,Paris Junior College D.P.S.
TX1391000,City,,Reno Police Department,Reno,Reno (Lamar Co.) Police Department
TX1400000,County,,Lamb County Sheriff's Department,Lamb,Lamb County Sheriff's Office
TX1400200,City,,Earth Police Department,Earth,Earth Police Department
TX1400300,City,,Littlefield Police Department,Littlefield,Littlefield Police Department
TX1400400,City,,Olton Police Department,Olton,Olton Police Department
TX1400500,City,,Sudan Police Department,Sudan,Sudan Police Department
TX1400700,Unknown,,UNITED I S D,UNITED I S D,
TX1410000,County,,Lampasas County Sheriff's Department,Lampasas,Lampasas County Sheriff's Office
TX1410100,City,,Lampasas Police Department,Lampasas,Lampasas Police Department
TX1410600,City,,Lometa Police Department,Lometa,Lometa Police Department
TX1410800,City,,Kempner Police Department,Kempner,Kempner Police Department
TX1420000,County,,La Salle County Sheriff's Department,La Salle,La Salle County Sheriff's Office
TX1420100,City,,Cotulla Police Department,Cotulla,Cotulla Police Department
TX1420600,City,,Encinal Police Department,Encinal,Encinal Police Department
TX1430000,County,,Lavaca County Sheriff's Department,Lavaca,Lavaca County Sheriff's Office
TX1430100,City,,Hallettsville Police Department,Hallettsville,Hallettsville Police Department
TX1430200,City,,Shiner Police Department,Shiner,Shiner Police Department
TX1430300,City,,Yoakum Police Department,Yoakum,Yoakum Police Department
TX1431000,City,,Moulton Police Department,Moulton,Moulton Police Department
TX1440000,County,,Lee County Sheriff's Department,Lee,Lee County Sheriff's Office
TX1440100,City,,Giddings Police Department,Giddings,Giddings Police Department
TX1440200,City,,Lexington Police Department,Lexington,Lexington Police Department
TX1450000,County,,Leon County Sheriff's Department,Leon,Leon County Sheriff's Office
TX1450900,City,,Normangee Police Department,Normangee,Normangee Police Department
TX1451000,City,,Jewett Police Department,Jewett,Jewett Police Department
TX1460000,County,,Liberty County Sheriff's Department,Liberty,Liberty County Sheriff's Office
TX1460100,City,,Cleveland Police Department,Cleveland,Cleveland Police Department
TX1460300,City,,Dayton Police Department,Dayton,Dayton Police Department
TX1460400,City,,Liberty Police Department,Liberty,Liberty Police Department
TX1460700,City,,Ames Police Department,Ames,Ames PD Liberty
TX1470000,County,,Limestone County Sheriff's Department,Limestone,Limestone County Sheriff's Office
TX1470200,City,,Groesbeck Police Department,Groesbeck,Groesbeck Police Department
TX1470300,City,,Mexia Police Department,Mexia,Mexia Police Department
TX1471100,Other,,Independent School District: Mexia,Independent School District: Mexia,Mexia I.S.D. Police Dept.
TX1480000,County,,Lipscomb County Sheriff's Department,Lipscomb,Lipscomb County Sheriff's Office
TX1490000,County,,Live Oak County Sheriff's Department,Live Oak,Live Oak County Sheriff's Office
TX1490100,City,,Three Rivers Police Department,Three Rivers,Three Rivers Police Department
TX1490700,City,,George West Police Department,George West,George West Police Department
TX1500000,County,,Llano County Sheriff's Department,Llano,Llano County Sheriff's Office
TX1500100,City,,Llano Police Department,Llano,Llano Police Department
TX1500500,City,,Sunrise Beach Village Police Department,Sunrise Beach Village,Sunrise Beach Police Department
TX1510000,County,,Loving County Sheriff's Department,Loving,Loving County Sheriff's Office
TX1520000,County,,Lubbock County Sheriff's Department,Lubbock,Lubbock County Sheriff's Office
TX1520100,City,,Idalou Police Department,Idalou,Idalou Police Department
TX1520200,City,,Lubbock Police Department,Lubbock,Lubbock Police Department
TX1520300,City,,Shallowater Police Department,Shallowater,Shallowater Police Department
TX1520400,City,,Slaton Police Department,Slaton,Slaton Police Department
TX1520600,University or College,,Texas Tech University: Lubbock,Texas Tech University: Lubbock,Texas Tech University Police Dept.
TX1520800,City,,Wolfforth Police Department,Wolfforth,Wolfforth Police Department
TX1521100,City,,Ransom Canyon Police Department,Ransom Canyon,Ransom Canyon Police Department
TX1521200,University or College,,Texas Technical University: Health and Sciences Center,Texas Technical University: Health and Sciences Center,Tx Tech Univ Hlth-Sciences Ctr PD Lubbock
TX1521300,City,,Buffalo Springs Lake Police Department,Buffalo Springs Lake,Buffalo Springs Lake Police Dept
TX1521500,City,,New Deal Police Department,New Deal,New Deal Police Department
TX1530000,County,,Lynn County Sheriff's Department,Lynn,Lynn County Sheriff's Office
TX1530200,City,,Tahoka Police Department,Tahoka,Tahoka Police Department
TX1530500,City,,O'Donnell Police Department,O'Donnell,O'Donnell Police Department
TX1540000,County,,McCulloch County Sheriff's Department,McCulloch,Mcculloch County Sheriff's Office
TX1540100,City,,Brady Police Department,Brady,Brady Police Department
TX1550000,County,,McLennan County Sheriff's Department,McLennan,Mclennan County Sheriff's Office
TX1550100,City,,Bellmead Police Department,Bellmead,Bellmead Police Department
TX1550200,City,,Beverly Hills Police Department,Beverly Hills,Beverly Hills Police Department
TX1550400,City,,Hewitt Police Department,Hewitt,Hewitt Police Department
TX1550500,City,,Lacy-Lakeview Police Department,Lacy-Lakeview,Lacy Lakeview Police Department
TX1550600,City,,Lorena Police Department,Lorena,Lorena Police Department
TX1550700,City,,McGregor Police Department,McGregor,Mcgregor Police Department
TX1550800,City,,Mart Police Department,Mart,Mart Police Department
TX1551000,City,,Northcrest Police Department,Northcrest,Northcrest PD Waco
TX1551100,City,,Robinson Police Department,Robinson,Robinson Police Department
TX1551200,City,,Waco Police Department,Waco,Waco Police Department
TX1551300,City,,West Police Department,West,West Police Department
TX1551400,City,,Woodway Police Department,Woodway,Woodway Public Safety Department
TX1551600,University or College,,McLennan Community College,McLennan Community College,Mclennan Community College Police Dept.
TX1551700,City,,Riesel Police Department,Riesel,Riesel Police Department
TX1551800,University or College,,Texas State Technical College: Waco,Texas State Technical College: Waco,Texas State Technical College - Waco Police Depart
TX155259E,University or College,,Baylor University: Waco,Baylor University: Waco,
TX1552600,City,,Bruceville-Eddy Police Department,Bruceville-Eddy,Bruceville-Eddy Police Department
TX1560000,County,,McMullen County Sheriff's Department,McMullen,Mcmullen County Sheriff's Office
TX1570000,County,,Madison County Sheriff's Department,Madison,Madison County Sheriff's Office
TX1570100,City,,Madisonville Police Department,Madisonville,Madisonville Police Department
TX1580000,County,,Marion County Sheriff's Department,Marion,Marion County Sheriff's Office
TX1580100,City,,Jefferson Police Department,Jefferson,Jefferson Police Department
TX1590000,County,,Martin County Sheriff's Department,Martin,Martin County Sheriff's Office
TX1590100,City,,Stanton Police Department,Stanton,Stanton Police Department
TX1600000,County,,Mason County Sheriff's Department,Mason,Mason County Sheriff's Office
TX1610000,County,,Matagorda County Sheriff's Department,Matagorda,Matagorda County Sheriff's Office
TX1610100,City,,Bay City Police Department,Bay City,Bay City Police Department
TX1610200,City,,Palacios Police Department,Palacios,Palacios Police Department
TX1610900,Other,,Independent School District: Bay City,Independent School District: Bay City,Bay City I.S.D. Police Dept.
TX1620000,County,,Maverick County Sheriff's Department,Maverick,Maverick County Sheriff's Office
TX1620100,City,,Eagle Pass Police Department,Eagle Pass,Eagle Pass Police Department
TX1630000,County,,Medina County Sheriff's Department,Medina,Medina County Sheriff's Office
TX1630100,City,,Castroville Police Department,Castroville,Castroville Police Department
TX1630200,City,,Devine Police Department,Devine,Devine Police Department
TX1630300,City,,Hondo Police Department,Hondo,Hondo Police Department
TX1630900,City,,Lacoste Police Department,Lacoste,Lacoste Police Department
TX1640000,County,,Menard County Sheriff's Department,Menard,Menard County Sheriff's Office
TX1650000,County,,Midland County Sheriff's Department,Midland,Midland County Sheriff's Office
TX1650100,City,,Midland Police Department,Midland,Midland Police Department
TX1650300,Other,,Independent School District: Midland,Independent School District: Midland,Midland I.S.D. Police Dept.
TX1660000,County,,Milam County Sheriff's Department,Milam,Milam County Sheriff's Office
TX1660100,City,,Cameron Police Department,Cameron,Cameron Police Department
TX1660200,City,,Rockdale Police Department,Rockdale,Rockdale Police Department
TX1660300,City,,Thorndale Police Department,Thorndale,Thorndale Police Department
TX1670000,County,,Mills County Sheriff's Department,Mills,Mills County Sheriff's Office
TX1680000,County,,Mitchell County Sheriff's Department,Mitchell,Mitchell County Sheriff's Office
TX1680100,City,,Colorado City Police Department,Colorado City,Colorado City Police Department
TX1690000,County,,Montague County Sheriff's Department,Montague,Montague County Sheriff's Office
TX1690100,City,,Bowie Police Department,Bowie,Bowie Police Department
TX1690200,City,,Nocona Police Department,Nocona,Nocona Police Department
TX1690300,City,,St. Jo Police Department,St. Jo,Saint Jo Police Department
TX1700000,County,,Montgomery County Sheriff's Department,Montgomery,Montgomery County Sheriff's Office
TX1700100,City,,Conroe Police Department,Conroe,Conroe Police Department
TX1700300,City,,Splendora Police Department,Splendora,Splendora Police Department
TX1700700,City,,Roman Forest Police Department,Roman Forest,Roman Forest Police Department
TX1700800,City,,Patton Village Police Department,Patton Village,Patton Village Police Department
TX1701000,City,,Magnolia Police Department,Magnolia,Magnolia Police Department
TX1701200,City,,Shenandoah Police Department,Shenandoah,Shenandoah Police Department
TX1701400,City,,Willis Police Department,Willis,Willis Police Department
TX1701500,City,,Stagecoach Police Department,Stagecoach,Stagecoach Police Department
TX1701600,City,,Oak Ridge North Police Department,Oak Ridge North,Oak Ridge North Police Department
TX1701700,City,,Montgomery Police Department,Montgomery,Montgomery Police Department
TX1701800,City,,Woodbranch Police Department,Woodbranch,Woodbranch Police Department
TX1701900,Other,,Montgomery County Constable's Office,Montgomery County Constable's Office,Constable's Office Pct 5 Magnolia
TX1702000,Other,,Independent School District: Conroe,Independent School District: Conroe,Conroe I.S.D. Police Dept.
TX1710000,County,,Moore County Sheriff's Department,Moore,Moore County Sheriff's Office
TX1710100,City,,Dumas Police Department,Dumas,Dumas Police Department
TX1710200,City,,Sunray Police Department,Sunray,Sunray Police Department
TX1710400,City,,Cactus Police Department,Cactus,Cactus Police Department
TX1720000,County,,Morris County Sheriff's Department,Morris,Morris County Sheriff's Office
TX1720100,City,,Daingerfield Police Department,Daingerfield,Daingerfield Police Department
TX1720200,City,,Lone Star Police Department,Lone Star,Lone Star Police Department
TX1720300,City,,Omaha Police Department,Omaha,Omaha Police Department
TX1720400,City,,Constable Police Department,Constable,Constables Office Pct 1 Daingerfield
TX1720500,City,,Naples Police Department,Naples,Naples Police Department
TX1730000,County,,Motley County Sheriff's Department,Motley,Motley County Sheriff's Office
TX1740000,County,,Nacogdoches County Sheriff's Department,Nacogdoches,Nacogdoches County Sheriff's Office
TX1740200,City,,Nacogdoches Police Department,Nacogdoches,Nacogdoches Police Department
TX1740400,University or College,,Stephen F. Austin State University,Stephen F. Austin State University,Stephen F. Austin State University Police
TX1740600,Other,,Nacogdoches County Constable's Office,Nacogdoches County Constable's Office,Constables Office Pct 3
TX1750000,County,,Navarro County Sheriff's Department,Navarro,Navarro County Sheriff's Office
TX1750100,City,,Corsicana Police Department,Corsicana,Corsicana Police Department
TX1750400,City,,Kerens Police Department,Kerens,Kerens Police Department
TX1760000,County,,Newton County Sheriff's Department,Newton,Newton County Sheriff's Office
TX1770000,County,,Nolan County Sheriff's Department,Nolan,Nolan County Sheriff's Office
TX1770200,City,,Roscoe Police Department,Roscoe,Roscoe Police Department
TX1770300,City,,Sweetwater Police Department,Sweetwater,Sweetwater Police Department
TX1770400,University or College,,Texas State Technical College: West Texas,Texas State Technical College: West Texas,Texas State Technical College - Sweetwater D.P.S.
TX1780000,County,,Nueces County Sheriff's Department,Nueces,Nueces County Sheriff's Office
TX1780100,City,,Bishop Police Department,Bishop,Bishop Police Department
TX1780200,City,,Corpus Christi Police Department,Corpus Christi,Corpus Christi Police Department
TX1780300,City,,Robstown Police Department,Robstown,Robstown Police Department
TX1780500,City,,Port Aransas Police Department,Port Aransas,Port Aransas Police Department
TX1781200,Other,,Nueces County Constable's Office,Nueces County Constable's Office,Constable's Office Pct 6 Corpus Christi
TX1781500,University or College,,Texas A&M University: Corpus Christi,Texas A&M University: Corpus Christi,Texas A & M University - Corpus Christi Police Dep
TX1781600,Other,,Independent School District: Corpus Christi,Independent School District: Corpus Christi,Corpus Christi I.S.D. Police Dept.
TX1781700,City,,Driscoll Police Department,Driscoll,Driscoll Police Department
TX1781800,Other,,Port of Corpus Christi Police Department,Port of Corpus Christi Police Department,Port Of Corpus Christi PD
TX1790000,County,,Ochiltree County Sheriff's Department,Ochiltree,Ochiltree County Sheriff's Office
TX1790100,City,,Perryton Police Department,Perryton,Perryton Police Department
TX1800000,County,,Oldham County Sheriff's Department,Oldham,Oldham County Sheriff's Office
TX1810000,County,,Orange County Sheriff's Department,Orange,Orange County Sheriff's Office
TX1810100,City,,Bridge City Police Department,Bridge City,Bridge City Police Department
TX1810200,City,,Orange Police Department,Orange,Orange Police Department
TX1810300,City,,Pinehurst Police Department,Pinehurst,Pinehurst Police Department
TX1810400,City,,Vidor Police Department,Vidor,Vidor Police Department
TX1810500,City,,West Orange Police Department,West Orange,West Orange Police Department
TX1810800,City,,Rose City Police Department,Rose City,Rose City Police Department
TX1820000,County,,Palo Pinto County Sheriff's Department,Palo Pinto,Palo Pinto County Sheriff's Office
TX1820200,City,,Mineral Wells Police Department,Mineral Wells,Mineral Wells Police Department
TX1830000,County,,Panola County Sheriff's Department,Panola,Panola County Sheriff's Office
TX1830100,City,,Carthage Police Department,Carthage,Carthage Police Department
TX1840000,County,,Parker County Sheriff's Department,Parker,Parker County Sheriff's Office
TX1840100,City,,Weatherford Police Department,Weatherford,Weatherford Police Department
TX1840300,City,,Springtown Police Department,Springtown,Springtown Police Department
TX1840400,City,,Hudson Oaks Police Department,Hudson Oaks,Hudson Oaks Police Department
TX1840500,City,,Willow Park Police Department,Willow Park,Willow Park Police Department
TX1850000,County,,Parmer County Sheriff's Department,Parmer,Parmer County Sheriff's Office
TX1850100,City,,Bovina Police Department,Bovina,Bovina Police Department
TX1850200,City,,Friona Police Department,Friona,Friona Police Department
TX1850300,City,,Farwell Police Department,Farwell,Farwell Police Department
TX1860000,County,,Pecos County Sheriff's Department,Pecos,Pecos County Sheriff's Office
TX1860100,City,,Fort Stockton Police Department,Fort Stockton,Fort Stockton Police Department
